Relationship_Status_Married,Relationship_Status_Single,Hometown_Clinton,Hometown_Franklin,Hometown_Lebanon,Hometown_Springfield,Hometown_Washington,Unit_Accounting and Finance,Unit_Human Resource Management,Unit_IT,Unit_Logistics,Unit_Marketing,Unit_Operarions,Unit_Production,Unit_Purchasing,Unit_Quality,Unit_R&D,Unit_Sales,Unit_Security,Decision_skill_possess_Analytical,Decision_skill_possess_Behavioral,Decision_skill_possess_Conceptual,Decision_skill_possess_Directive,Compensation_and_Benefits_type0,Compensation_and_Benefits_type1,Compensation_and_Benefits_type2,Compensation_and_Benefits_type3,Compensation_and_Benefits_type4,Gender,Age,Education_Level,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Work_Life_balance,VAR1,VAR3,VAR5,VAR6,VAR7,Attrition_rate
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,37.0,5,14.0,3,46,2,1,8.0,3.0,3,1.8688,2,5,4,0.1046
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,24.0,3,5.0,3,68,0,3,6.0,1.0,3,-0.4537,3,5,3,0.0385
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,28.0,3,4.0,1,48,0,3,1.0,1.0,3,-2.7762,2,8,2,0.7559
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,50.0,3,19.0,2,64,1,3,6.0,2.0,3,-0.4537,3,5,3,0.0195
0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,50.0,4,20.0,2,36,1,1,6.0,1.0,3,-0.4537,3,7,3,0.2702
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,62.0,4,23.0,4,65,1,1,5.0,3.0,3,-0.4537,2,6,3,0.1402
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,54.0,3,17.0,2,33,1,3,2.0,3.0,5,0.7075,3,7,3,0.1892
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,20.0,3,1.0,1,37,0,2,8.0,4.0,3,1.8688,2,7,3,0.5122
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,47.0,3,21.0,1,65,1,1,5.0,3.0,3,-0.4537,3,8,4,0.097
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,35.0,5,11.0,3,59,0,4,5.0,1.0,3,0.7075,3,9,3,0.0269
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,26.0,4,3.0,1,70,1,5,6.0,3.0,3,0.7075,4,8,3,0.1776
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,51.0,4,17.0,2,73,1,2,8.0,3.0,4,-0.4537,2,7,3,0.0242
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,59.0,4,34.0,2,53,1,2,7.0,2.0,3,0.7075,4,8,3,0.2974
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,31.0,5,6.0,1,22,1,2,6.0,2.0,4,-0.4537,4,7,3,0.1512
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,19.0,4,0.0,0,42,1,2,7.0,3.0,2,1.8688,3,8,3,0.1638
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,60.0,3,38.0,3,21,1,3,1.0,1.0,3,-0.4537,3,6,3,0.0726
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,39.675506523814576,3,18.0,4,69,1,3,4.0,1.0,4,-0.4537,2,7,2,0.0211
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,27.0,4,5.0,3,40,0,1,7.0,3.0,3,-0.4537,3,7,2,0.1772
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,20.0,4,1.0,1,47,0,2,9.0,1.0,4,-0.4537,3,8,2,0.7234
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,37.0,3,8.0,3,73,0,2,8.0,4.0,3,0.7075,3,8,3,0.0518
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,63.0,3,38.0,3,59,1,4,4.0,3.0,3,-0.4537,4,8,3,0.0671
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,31.0,2,3.0,2,37,1,3,10.0,2.0,4,-0.4537,3,8,3,0.1462
0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,32.0,2,10.0,2,24,1,5,7.0,3.0,3,-2.7762,4,6,3,0.083
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,39.675506523814576,2,18.0,3,31,2,3,6.0,1.0,1,-0.4537,3,7,2,0.7402
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,28.0,4,5.0,2,69,1,3,7.0,1.0,1,-0.4537,3,6,5,0.1732
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,63.0,3,38.0,1,35,0,3,3.0,4.0,3,-0.4537,4,8,3,0.2795
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,26.0,3,3.0,2,48,1,2,3.0,4.0,5,-0.4537,3,8,5,0.1588
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,46.0,2,21.0,1,55,0,5,6.0,2.0,5,-0.4537,3,7,3,0.9696
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,20.0,3,1.0,1,40,1,4,1.0,2.0,3,-0.4537,3,8,5,0.1887
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,47.0,4,25.0,3,30,1,2,8.0,1.0,3,-0.4537,3,5,4,0.0508
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,24.0,3,5.0,1,58,2,1,5.0,3.0,4,0.7075,4,6,2,0.1657
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,63.0,3,37.0,2,39,0,3,5.0,1.0,4,-0.4537,2,8,4,0.0482
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,19.0,4,0.0,0,44,0,4,4.0,3.0,4,0.7075,2,5,3,0.001
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,56.0,3,26.0,1,74,1,2,8.0,1.0,5,-0.4537,3,5,4,0.0242
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,61.0,3,23.0,4,35,0,3,6.0,3.0,3,-0.4537,4,8,3,0.1162
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,26.0,4,2.0,2,55,1,5,7.0,3.0,3,0.7075,3,8,3,0.2907
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,19.0,4,0.0,0,68,1,3,9.0,3.0,3,0.7075,3,6,3,0.0505
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,46.0,5,18.0,3,58,2,4,7.0,2.0,4,-1.615,3,6,3,0.1175
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,26.0,3,3.0,2,32,0,3,6.0,4.0,4,1.8688,3,6,3,0.07400000000000001
0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,24.0,1,5.0,2,39,2,1,5.0,3.0,1,-0.4537,4,9,4,0.4052
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,59.0,4,35.0,4,34,0,2,8.0,3.0,3,-0.4537,3,5,3,0.2223
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,25.0,3,6.0,1,48,1,3,6.0,1.0,3,-0.4537,1,7,2,0.1663
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,19.0,3,0.0,0,37,0,3,5.0,3.0,3,0.7075,4,7,3,0.0617
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,64.0,4,27.0,1,59,2,2,8.0,4.0,3,0.7075,4,6,3,0.1744
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,42.0,4,15.0,3,53,0,3,7.0,5.0,2,-0.4537,3,5,3,0.0834
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,43.0,3,4.0,4,21,0,1,8.0,2.0,3,-0.4537,3,6,3,0.0579
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,26.0,4,3.0,3,66,2,4,4.0,2.0,3,0.7075,2,9,3,0.2229
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,39.675506523814576,2,26.0,4,70,1,2,7.0,1.0,3,-0.4537,3,8,5,0.2345
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,19.0,4,0.0,0,45,0,3,8.0,2.0,3,-0.4537,2,8,3,0.1622
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,30.0,4,8.0,1,67,0,4,5.0,3.0,3,0.7075,3,5,3,0.0785
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,39.675506523814576,1,0.0,0,20,1,3,4.0,4.0,3,-0.4537,4,8,2,0.2276
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,51.0,4,27.0,2,69,0,4,5.0,3.0,3,-0.4537,3,8,4,0.024
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,58.0,3,32.0,2,66,1,1,6.0,4.0,4,-0.4537,4,6,1,0.2394
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,19.0,3,0.0,0,20,1,3,9.0,2.0,5,-0.4537,4,8,3,0.1863
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,24.0,1,5.0,3,65,0,3,9.0,4.0,3,-0.4537,2,8,3,0.0553
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,35.0,4,12.0,2,32,2,4,8.0,1.0,3,-0.4537,3,5,4,0.2109
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,37.0,5,10.0,2,72,0,4,6.0,3.0,4,-0.4537,2,5,3,0.0949
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,19.0,4,0.0,0,65,1,3,5.0,2.0,3,0.7075,2,5,3,0.8190000000000001
0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,31.0,3,3.0,3,27,1,3,6.0,2.0,4,-0.4537,3,6,3,0.1176
1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,35.0,3,13.0,4,61,0,1,8.0,2.0,3,0.7075,1,7,1,0.9391
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,29.0,3,6.0,3,52,1,3,5.0,2.0,3,-0.4537,2,5,3,0.1092
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,58.0,4,27.0,1,53,2,3,10.0,1.0,3,0.7075,4,8,3,0.1715
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,62.0,5,35.0,3,24,2,4,6.0,4.0,3,-0.4537,3,7,3,0.1213
0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,40.0,3,16.0,4,58,0,4,5.0,3.0,3,-0.4537,3,6,3,0.1623
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,38.0,3,13.0,3,41,1,2,6.0,2.0,1,-0.4537,3,9,4,0.1108
1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,21.0,3,2.0,2,53,1,3,6.0,4.0,3,-0.4537,3,6,1,0.0932
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,53.0,1,25.0,3,25,0,2,8.0,1.0,5,1.8688,3,8,3,0.0069
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,38.0,4,10.0,4,63,1,2,7.0,3.0,3,0.7075,3,8,5,0.1015
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,50.0,1,28.0,4,24,2,4,7.0,1.0,3,0.7075,2,8,5,0.1001
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,40.0,3,13.390656874745002,1,57,1,2,6.0,1.0,3,-0.4537,5,7,3,0.0543
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,32.0,1,7.0,1,35,1,2,8.0,2.0,4,-0.4537,2,7,3,0.5428
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,37.0,3,8.0,1,72,1,3,3.0,1.0,3,0.7075,2,8,3,0.0836
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,46.0,3,7.0,4,71,1,2,8.0,3.0,3,0.7075,2,8,3,0.085
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,27.0,3,3.0,1,62,0,2,4.0,3.0,3,-0.4537,4,8,1,0.0108
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,27.0,4,4.0,3,67,1,4,8.0,3.0,3,1.8688,2,5,4,0.8835
0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,52.0,3,25.0,1,38,1,3,9.0,3.0,2,-0.4537,2,7,3,0.0091
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,20.0,5,1.0,1,68,0,1,8.0,3.0,3,1.8688,3,7,4,0.0942
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,55.0,4,29.0,1,66,1,3,4.0,2.0,4,0.7075,3,8,3,0.2214
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,26.0,4,3.0,1,28,1,5,9.0,2.0,3,1.8688,4,7,4,0.0019
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,52.0,3,21.0,3,69,0,3,2.0,3.0,4,-0.4537,5,7,3,0.1718
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,61.0,3,26.0,3,60,1,3,8.0,1.0,3,0.7075,3,7,3,0.251
0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,22.0,3,3.0,3,45,2,4,5.0,4.0,4,-0.4537,2,7,3,0.1543
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,39.675506523814576,5,15.0,2,30,1,3,8.0,1.0,5,0.7075,3,8,1,0.1583
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,30.0,4,6.0,1,58,1,2,7.0,3.0,3,0.7075,2,7,3,0.093
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,32.0,2,9.0,4,49,0,2,4.0,4.0,4,-0.4537,1,7,5,0.1589
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,27.0,3,5.0,4,41,0,3,7.0,2.0,3,-0.4537,3,5,3,0.0756
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,42.0,5,13.0,1,33,1,1,4.0,3.0,3,1.8688,2,8,3,0.1525
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,27.0,3,5.0,4,68,0,3,8.0,4.0,4,0.7075,4,8,4,0.8769
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,21.0,3,2.0,1,68,1,1,8.0,2.0,3,0.7075,4,8,3,0.2293
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,49.0,4,15.0,2,51,0,3,6.0,2.0,4,-2.7762,2,7,3,0.0478
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,44.0,2,20.0,2,25,2,3,5.0,3.0,3,-0.4537,1,8,4,0.0544
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,23.0,4,4.0,1,30,1,2,5.0,4.0,3,0.7075,4,8,3,0.6302
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,48.0,4,15.0,4,72,0,4,7.0,1.0,3,-0.4537,3,7,4,0.1347
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,22.0,3,3.0,3,46,1,4,4.0,3.0,4,-0.4537,3,8,4,0.0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,27.0,3,5.0,3,37,1,2,5.0,4.0,3,-1.615,2,5,2,0.0777
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,54.0,3,24.0,4,26,1,2,2.0,1.0,2,-0.4537,3,5,1,0.0223
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,49.0,4,12.0,3,48,0,5,8.0,4.0,2,-0.4537,3,8,3,0.1191
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,39.675506523814576,2,13.0,1,36,0,3,7.0,1.0,3,0.7075,2,8,3,0.0559
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,59.0,5,28.0,3,29,0,3,4.0,4.0,3,0.7075,2,6,5,0.1962
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,31.0,3,3.0,1,63,2,4,6.0,4.0,1,0.7075,3,9,3,0.9299
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,19.0,4,0.0,0,50,2,5,5.0,2.0,2,-0.4537,3,8,2,0.1306
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,43.0,3,10.0,3,50,1,1,5.0,3.0,3,-0.4537,3,8,3,0.1038
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,32.0,3,9.0,4,74,1,5,8.0,1.0,3,-0.4537,3,9,4,0.1045
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,22.0,2,3.0,2,58,0,1,9.0,2.0,4,1.8688,3,5,4,0.1152
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,46.0,4,15.0,1,43,1,2,4.0,1.0,4,-0.4537,4,8,3,0.0433
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,52.0,5,24.0,3,35,1,2,8.0,4.0,3,1.8688,3,7,1,0.2683
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,20.0,3,1.0,1,65,1,2,4.0,3.0,3,-0.4537,3,8,3,0.1006
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,56.0,5,18.0,1,31,0,5,8.0,1.0,3,-0.4537,1,8,3,0.1965
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,28.0,3,5.0,4,33,1,3,6.0,1.0,3,-0.4537,3,8,4,0.001
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32.0,3,10.0,1,35,0,2,6.0,3.0,3,1.8688,3,7,3,0.2568
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,53.0,3,23.0,4,37,1,3,10.0,2.0,3,-0.4537,2,5,4,0.042
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,60.0,3,23.0,1,37,1,3,5.0,3.0,3,-0.4537,3,8,3,0.1353
0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,38.0,4,14.0,1,60,2,2,6.0,1.0,4,-1.615,3,9,3,0.0089
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,27.0,3,5.0,4,71,2,2,6.0,2.0,3,-2.7762,4,7,3,0.0155
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,52.0,3,20.0,2,69,0,2,5.0,1.0,3,-0.4537,4,7,5,0.3777
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,37.0,3,15.0,4,44,0,3,8.0,1.0,3,-0.4537,4,8,3,0.1908
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,31.0,1,9.0,4,48,1,1,8.0,3.0,4,1.8688,3,6,3,0.0098
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,28.0,4,4.0,3,42,1,2,7.0,2.0,3,-0.4537,1,8,3,0.2679
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,27.0,4,5.0,2,73,0,3,8.0,4.0,4,1.8688,4,8,3,0.0902
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,25.0,5,6.0,1,30,2,4,5.0,2.0,2,-0.4537,4,8,3,0.175
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,45.0,2,20.0,2,59,0,3,5.0,2.0,3,-0.4537,3,5,3,0.022
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,59.0,4,26.0,2,67,1,2,5.0,2.0,4,-0.4537,2,8,3,0.0171
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,46.0,1,7.0,1,49,0,3,4.0,4.0,3,0.7075,2,7,5,0.0664
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,37.0,4,14.0,1,66,1,5,5.0,4.0,2,-0.4537,4,8,3,0.1919
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,37.0,2,10.0,1,46,1,1,6.0,4.0,2,-0.4537,4,8,4,0.1496
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,37.0,5,13.390656874745002,3,42,1,3,6.0,1.0,3,-0.4537,3,7,4,0.0335
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,55.0,4,19.0,1,53,0,3,4.0,1.0,3,0.7075,3,7,3,0.1161
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,22.0,5,3.0,2,29,0,2,2.0,2.0,3,0.7075,2,9,3,0.0661
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,26.0,3,4.0,2,31,1,3,8.0,2.0,3,0.7075,3,7,3,0.0461
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,21.0,3,2.0,1,71,1,2,5.0,1.0,3,1.8688,3,7,4,0.0312
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,27.0,4,5.0,2,29,1,2,4.0,4.0,3,0.7075,4,9,4,0.1411
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,22.0,4,3.0,3,68,0,2,7.0,3.0,2,-0.4537,4,8,2,0.6940000000000001
